"dataset","consumer","degree","degree_all_taxa","self_links","metrics","n_metrics","consumer_taxon_status","consumer_taxon_evidence"
"TetraEU consumers","Buteo lagopus",294,294,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Buteo rufinus",374,374,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Calotriton asper",75,75,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Canis aureus",549,549,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Canis lupus",703,703,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ceryle rudis",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Chamaeleo chamaeleon",133,133,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Chlamydotis undulata",203,203,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Chlidonias hybrida",66,66,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Chlidonias leucopterus",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Chlidonias niger",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Chtoicocephalus ridibundus",79,79,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ciconia ciconia",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ciconia nigra",522,522,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Circaetus gallicus",132,132,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Circus aeruginosus",198,198,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Circus cyaneus",328,328,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Circus macrourus",276,276,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Circus pygargus",324,324,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Coloeus monedula",628,628,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Coracias garrulus",238,238,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Coronella austriaca",365,365,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Coronella girondica",382,382,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Corvus corax",898,898,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Corvus corone",899,899,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Corvus frugilegus",680,680,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Crex crex",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Cuculus canorus",88,88,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Cursorius cursor",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Cyanistes caeruleus",2,2,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Cyanopica cyanus",68,68,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Cygnus olor",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dendrocopos major",34,34,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dendrocopos medius",32,32,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dendrocopos syriacus",33,33,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Desmana moschata",65,65,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Discoglossus montalentii",2,2,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Discoglossus pictus",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Discoglossus sardus",2,2,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dolichophis caspius",584,584,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dolichophis cypriensis",134,134,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dolichophis jugularis",584,584,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dolichophis schmidti",584,584,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dryomys laniger",124,124,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Dryomys nitedula",124,124,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Egretta garzetta",172,172,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eirenis aurolineatus",132,132,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eirenis barani",132,132,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eirenis coronelloides",132,132,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eirenis modestus",132,132,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Elanus caeruleus",209,209,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Elaphe dione",912,912,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Elaphe quatuorlineata",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Elaphe sauromates",791,791,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eliomys melanurus",124,124,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eliomys quercinus",125,125,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Emys orbicularis",71,71,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Emys trinacris",71,71,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Erinaceus concolor",362,362,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Erinaceus europaeus",362,362,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Erinaceus roumanicus",362,362,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Erithacus rubecula",90,90,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eryx jaculus",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Eumeces schneideri",131,131,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Euproctus montanus",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco biarmicus",336,336,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco cherrug",340,340,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco columbarius",353,353,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco eleonorae",149,149,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco naumanni",42,42,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco peregrinus",337,337,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco rusticolus",162,162,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco subbuteo",182,182,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco tinnunculus",494,494,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Falco vespertinus",354,354,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Felis chaus",369,369,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Felis manul",120,120,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Felis margarita",38,38,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Felis silvestris",615,615,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Francolinus francolinus",145,145,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Fulica atra",55,55,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Fulica cristata",55,55,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Fulmarus glacialis",3,3,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gallinago gallinago",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gallinula chloropus",51,51,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gallotia stehlini",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Garrulus glandarius",356,356,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gavia immer",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gavia stellata",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gelochelidon nilotica",40,40,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Genetta genetta",471,471,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Glaucidium passerinum",142,142,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Glis glis",124,124,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gloydius intermedius",160,160,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Grus grus",510,510,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gulo gulo",211,211,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Gypaetus barbatus",3,3,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Haematopus ostralegus",26,26,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Halcyon smyrnensis",426,426,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Haliaeetus albicilla",255,255,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hemiechinus auritus",362,362,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hemorrhois algirus",635,635,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hemorrhois hippocrepis",544,544,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hemorrhois nummifer",545,545,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hemorrhois ravergieri",513,513,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Herpestes ichneumon",834,834,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hieraaetus pennatus",99,99,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hierophis gemonensis",579,579,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hierophis viridiflavus",914,914,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Himantopus himantopus",85,85,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hyaena hyaena",307,307,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Hydroprogne caspia",1,1,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ichthyaetus audouinii",162,162,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ichthyaetus ichthyaetus",114,114,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ichthyaetus melanocephalus",128,128,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ichthyosaura alpestris",72,72,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ixobrychus minutus",134,134,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Jynx torquilla",29,29,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lacerta agilis",131,131,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lacerta bilineata",574,574,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lacerta media",131,131,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lacerta strigata",131,131,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lacerta trilineata",357,357,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lacerta viridis",575,575,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lagopus muta",4,4,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lanius collurio",411,411,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lanius excubitor",518,518,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lanius meridionalis",518,518,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lanius minor",45,45,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lanius nubicus",127,127,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lanius senator",379,379,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Larus argentatus",540,540,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Larus armenicus",540,540,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Larus cachinnans",540,540,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Larus canus",123,123,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Larus fuscus",120,120,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Larus hyperboreus",8,8,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Larus marinus",127,127,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Limosa lapponica",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lissotriton helveticus",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lissotriton italicus",72,72,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lutra lutra",70,70,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lynx lynx",119,119,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Lynx pardinus",29,29,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Macroprotodon brevis",287,287,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Macroprotodon cucullatus",304,304,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Macroprotodon mauritanicus",287,287,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Macrovipera lebetina",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Macrovipera schweizeri",524,524,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Malpolon monspessulanus",697,697,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Martes foina",483,483,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Martes martes",325,325,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Martes zibellina",230,230,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mauremys caspica",82,82,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mauremys leprosa",71,71,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mauremys rivulata",71,71,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Meles leucurus",67,67,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Meles meles",427,427,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mergellus albellus",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mergus merganser",11,11,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mergus serrator",11,11,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Milvus migrans",316,316,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Milvus milvus",350,350,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Monticola saxatilis",94,94,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Monticola solitarius",227,227,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Montivipera albizona",579,579,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Montivipera bulgardaghica",579,579,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Montivipera raddei",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Montivipera wagneri",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Montivipera xanthina",579,579,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Motacilla cinerea",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Muscardinus avellanarius",124,124,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mustela erminea",231,231,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mustela eversmanii",389,389,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mustela lutreola",182,182,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mustela nivalis",520,520,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mustela putorius",239,239,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Mustela sibirica",236,236,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Natrix maura",80,80,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Natrix natrix",226,226,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Natrix tessellata",72,72,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Neophron percnopterus",4,4,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Netta rufina",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Nucifraga caryocatactes",200,200,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Numenius arquata",298,298,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Numenius phaeopus",1,1,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Nyctalus lasiopterus",20,20,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Nycticorax nycticorax",160,160,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe chrysopygia",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe cypriaca",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe deserti",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe finschii",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe isabellina",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe leucura",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe oenanthe",32,32,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Oenanthe pleschanka",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ommatotriton ophryticus",81,81,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ommatotriton vittatus",81,81,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Otis tarda",393,393,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Otus brucei",207,207,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Otus scops",313,313,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pandion haliaetus",49,49,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Panthera pardus",20,20,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Paralaudakia caucasia",131,131,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Parus major",4,4,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Passer domesticus",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pastor roseus",97,97,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelobates cultripes",29,29,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax bedriagae",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax bergeri",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax caralitanus",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax cerigensis",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax cretensis",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax epeiroticus",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax esculentus",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax kl",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax kurtmuelleri",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax lessonae",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pelophylax ridibundus",80,80,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Perisoreus infaustus",121,121,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pernis apivorus",128,128,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Phalacrocorax carbo",7,7,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Phalacrocorax pygmaeus",3,3,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Phalaropus lobatus",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Phasianus colchicus",393,393,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Philomachus pugnax",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pica pica",588,588,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Platalea leucorodia",62,62,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Platyceps collaris",518,518,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Platyceps najadum",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Platyceps ventromaculatus",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Plegadis falcinellus",83,83,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pleurodeles waltl",82,82,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podarcis gaigeae",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podarcis hispanicus",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podarcis lilfordi",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podarcis liolepis",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podarcis melisellensis",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podarcis raffoneae",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podarcis vaucheri",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podiceps cristatus",44,44,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podiceps grisegena",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Podiceps nigricollis",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Porphyrio porphyrio",100,100,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Psammodromus jeanneae",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Psammodromus manuelae",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pseudocerastes persicus",282,282,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pseudopus apodus",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pteromys volans",128,128,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pyrrhocorax graculus",260,260,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Pyrrhocorax pyrrhocorax",291,291,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Rallus aquaticus",112,112,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Rana temporaria",1,1,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Rissa tridactyla",1,1,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Salamandra corsica",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Salamandra infraimmaculata",82,82,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Salamandra salamandra",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Saxicola torquatus",105,105,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Sciurus anomalus",128,128,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Sciurus vulgaris",128,128,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Sitta neumayer",92,92,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Sitta tephronota",92,92,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Spalerosophis diadema",499,499,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
