Family;Species;Realm affinity;CTmax;SD CTmax
Pomacanthidae;Genicanthus melanospilos;Marine;38,30;3,04
Pomacanthidae;Holacanthus bermudensis;Marine;38,56;2,81
Pomacanthidae;Holacanthus passer;Marine;37,90;2,81
Pomacanthidae;Holacanthus tricolor;Marine;38,30;2,78
Pomacanthidae;Pomacanthus arcuatus;Marine;38,49;2,95
Pomacanthidae;Pomacanthus imperator;Marine;38,66;2,60
Pomacanthidae;Pomacanthus maculosus;Marine;38,92;2,78
Pomacanthidae;Pomacanthus navarchus;Marine;38,36;2,60
Pomacanthidae;Pomacanthus paru;Marine;38,44;2,95
Pomacanthidae;Pomacanthus rhomboides;Marine;36,41;2,81
Pomacanthidae;Pomacanthus semicirculatus;Marine;38,63;2,81
Pomacanthidae;Pomacanthus sexstriatus;Marine;38,62;2,81
Pomacanthidae;Pomacanthus xanthometopon;Marine;38,75;2,81
Pomacanthidae;Pomacanthus zonipectus;Marine;37,76;2,81
Pomacanthidae;Pygoplites diacanthus;Marine;38,68;2,81
Pomacentridae;Abudefduf declivifrons;Marine;39,29;1,40
Pomacentridae;Abudefduf saxatilis;Marine;39,47;0,14
Pomacentridae;Abudefduf sordidus;Marine;39,69;0,17
Pomacentridae;Abudefduf troschelii;Marine;37,91;0,15
Pomacentridae;Azurina hirundo;Marine;36,70;0,95
Pomacentridae;Chromis alpha;Marine;36,95;1,15
Pomacentridae;Chromis alta;Marine;35,37;1,32
Pomacentridae;Chromis atrilobata;Marine;38,88;0,16
Pomacentridae;Chromis cyanea;Marine;39,15;1,46
Pomacentridae;Chromis punctipinnis;Marine;32,43;0,16
Pomacentridae;Dascyllus aruanus;Marine;38,94;0,16
Pomacentridae;Hypsypops rubicundus;Marine;34,22;1,59
Pomacentridae;Neopomacentrus taeniurus;Freshwater;38,39;1,52
Pomacentridae;Premnas biaculeatus;Marine;38,65;0,16
Pomacentridae;Stegastes variabilis;Marine;37,38;0,15
Psilorhynchidae;Psilorhynchus balitora;Freshwater;37,15;2,15
Psilorhynchidae;Psilorhynchus homaloptera;Freshwater;37,88;2,19
Psilorhynchidae;Psilorhynchus sucatio;Freshwater;37,29;2,19
Retropinnidae;Retropinna retropinna;Freshwater;30,83;0,15
Retropinnidae;Stokellia anisodon;Freshwater;30,87;0,66
Rhyacichthyidae;Protogobius attiti;Freshwater;38,85;2,17
Salangidae;Protosalanx chinensis;Freshwater;34,66;2,31
Salangidae;Salanx cuvieri;Freshwater;35,89;2,31
Salmonidae;Coregonus albula;Freshwater;28,68;1,05
Salmonidae;Coregonus artedi;Freshwater;27,06;0,15
Salmonidae;Coregonus autumnalis;Freshwater;25,93;0,52
Salmonidae;Coregonus clupeaformis;Freshwater;27,52;0,15
Salmonidae;Coregonus lavaretus;Freshwater;29,55;1,05
Salmonidae;Coregonus muksun;Freshwater;28,34;0,32
Salmonidae;Coregonus nasus;Freshwater;25,57;0,16
Salmonidae;Coregonus peled;Freshwater;27,24;0,15
Salmonidae;Coregonus sardinella;Freshwater;27,05;0,28
Salmonidae;Coregonus widegreni;Freshwater;30,17;0,15
Salmonidae;Hucho hucho;Freshwater;29,58;1,29
Salmonidae;Oncorhynchus clarkii;Freshwater;29,48;0,15
Salmonidae;Oncorhynchus gorbuscha;Freshwater;26,95;0,15
Salmonidae;Oncorhynchus keta;Marine;27,05;0,16
Salmonidae;Oncorhynchus kisutch;Freshwater;29,64;0,16
Salmonidae;Oncorhynchus mykiss;Freshwater;29,79;0,15
Salmonidae;Oncorhynchus nerka;Freshwater;27,22;0,16
Salmonidae;Oncorhynchus tshawytscha;Freshwater;28,61;0,15
Salmonidae;Salmo carpio;Freshwater;31,08;1,06
Salmonidae;Salmo labrax;Freshwater;32,32;0,90
Salmonidae;Salmo marmoratus;Freshwater;30,21;1,06
Salmonidae;Salmo obtusirostris;Freshwater;33,62;1,04
Salmonidae;Salmo ohridanus;Freshwater;33,24;1,04
Salmonidae;Salmo platycephalus;Freshwater;31,38;1,07
Salmonidae;Salmo salar;Freshwater;31,10;0,15
Salmonidae;Salmo trutta;Freshwater;29,46;0,15
Salmonidae;Salvelinus alpinus alpinus;Freshwater;24,85;0,15
Salmonidae;Salvelinus fontinalis;Freshwater;29,57;0,15
Salmonidae;Salvelinus leucomaenis leucomaenis;Freshwater;25,28;0,14
Salmonidae;Salvelinus namaycush;Freshwater;27,35;0,15
Salmonidae;Stenodus leucichthys;Freshwater;27,91;1,06
Salmonidae;Thymallus arcticus;Freshwater;27,14;0,16
Salmonidae;Thymallus thymallus;Freshwater;29,11;0,15
Scatophagidae;Scatophagus argus;Freshwater;40,75;0,15
Schilbeidae;Ailia coila;Freshwater;38,59;2,09
Schilbeidae;Clupisoma garua;Freshwater;39,37;2,09
Schilbeidae;Eutropiichthys vacha;Freshwater;39,72;2,13
Schilbeidae;Laides longibarbis;Freshwater;39,89;2,09
Schilbeidae;Pareutropius debauwi;Freshwater;39,03;2,15
Schilbeidae;Pseudeutropius mitchelli;Freshwater;40,14;2,13
Schilbeidae;Schilbe intermedius;Freshwater;39,15;2,39
Schilbeidae;Schilbe mystus;Freshwater;39,74;2,39
Sciaenidae;Aplodinotus grunniens;Freshwater;33,84;0,16
Sciaenidae;Cynoscion nebulosus;Marine;37,38;0,16
Sciaenidae;Larimichthys crocea;Freshwater;37,44;0,16
Sciaenidae;Leiostomus xanthurus;Freshwater;36,19;0,16
Sciaenidae;Sciaenops ocellatus;Marine;36,85;0,15
Scombridae;Acanthocybium solandri;Marine;35,80;1,91
Scombridae;Allothunnus fallai;Marine;31,58;1,62
Scombridae;Auxis rochei;Marine;34,00;1,18
Scombridae;Auxis thazard;Marine;33,83;1,18
Scombridae;Cybiosarda elegans;Marine;35,40;1,83
Scombridae;Euthynnus affinis;Marine;34,77;0,16
Scombridae;Euthynnus alletteratus;Marine;33,67;0,52
Scombridae;Gasterochisma melampus;Marine;30,10;2,07
Scombridae;Grammatorcynus bilineatus;Marine;37,11;2,00
Scombridae;Gymnosarda unicolor;Marine;35,99;1,91
Scombridae;Katsuwonus pelamis;Marine;34,28;0,16
Scombridae;Rastrelliger brachysoma;Marine;36,63;1,96
Scombridae;Rastrelliger faughni;Marine;36,72;1,97
Scombridae;Sarda australis;Marine;31,14;1,57
Scombridae;Sarda chiliensis;Marine;29,94;1,51
Scombridae;Sarda orientalis;Marine;34,35;1,57
Scombridae;Sarda sarda;Marine;32,26;1,53
Scombridae;Scomber australasicus;Marine;32,53;0,99
Scombridae;Scomber colias;Marine;33,48;0,35
Scombridae;Scomber japonicus;Marine;32,40;0,15
Scombridae;Scomber scombrus;Marine;30,42;1,48
Scombridae;Scomberomorus brasiliensis;Marine;35,94;2,43
Scombridae;Scomberomorus commerson;Marine;35,83;2,62
Scombridae;Scomberomorus guttatus;Marine;36,80;2,10
Scombridae;Scomberomorus koreanus;Marine;36,34;2,10
Scombridae;Scomberomorus munroi;Marine;36,42;2,17
Scombridae;Scomberomorus niphonius;Marine;34,76;2,17
Scombridae;Scomberomorus queenslandicus;Marine;36,61;2,62
Scombridae;Scomberomorus regalis;Marine;35,86;2,43
Scombridae;Scomberomorus semifasciatus;Marine;36,95;2,43
Scombridae;Scomberomorus sinensis;Freshwater;35,75;2,24
Scombridae;Scomberomorus tritor;Marine;35,50;2,23
Scombridae;Thunnus alalunga;Marine;33,98;1,81
Scombridae;Thunnus albacares;Marine;34,96;2,30
Scombridae;Thunnus atlanticus;Marine;35,77;1,72
Scombridae;Thunnus maccoyii;Marine;29,45;1,81
Scombridae;Thunnus obesus;Marine;34,82;2,30
Scombridae;Thunnus thynnus;Marine;35,86;1,81
Scombridae;Thunnus tonggol;Marine;35,57;2,18
Scorpaenidae;Pterois volitans;Marine;36,92;0,16
Scorpaenidae;Scorpaena porcus;Marine;35,57;0,15
Sebastidae;Sebastes dallii;Marine;29,98;0,16
Serranidae;Centropristis striata;Marine;34,65;2,29
Serranidae;Cratinus agassizii;Marine;35,48;3,11
Serranidae;Diplectrum formosum;Marine;37,68;2,72
Serranidae;Diplectrum maximum;Marine;36,43;2,73
Serranidae;Diplectrum pacificum;Marine;36,96;2,61
Serranidae;Epinephelus fuscoguttatus;Marine;38,45;0,17
Serranidae;Epinephelus tauvina;Marine;38,14;0,15
Serranidae;Hemanthias peruanus;Marine;37,64;2,33
Serranidae;Hemanthias signifer;Marine;36,42;2,33
Serranidae;Hypoplectrus aberrans;Marine;37,36;2,91
Serranidae;Hypoplectrus gemma;Marine;37,85;2,61
Serranidae;Hypoplectrus indigo;Marine;37,98;2,72
Serranidae;Hypoplectrus nigricans;Marine;37,33;2,91
Serranidae;Hypoplectrus unicolor;Marine;37,12;2,85
Serranidae;Liopropoma carmabi;Marine;38,50;2,17
Serranidae;Liopropoma eukrines;Marine;38,37;2,17
Serranidae;Paralabrax albomaculatus;Marine;35,59;3,02
Serranidae;Paralabrax auroguttatus;Marine;35,91;2,85
Serranidae;Paralabrax callaensis;Marine;35,37;3,11
Serranidae;Paralabrax clathratus;Marine;33,45;2,61
Serranidae;Paralabrax dewegeri;Marine;37,43;3,02
Serranidae;Paralabrax humeralis;Marine;35,27;2,73
Serranidae;Paralabrax loro;Marine;37,06;3,11
Serranidae;Paralabrax nebulifer;Marine;33,72;3,11
Serranidae;Pronotogrammus multifasciatus;Marine;37,00;2,32
Serranidae;Pseudogramma gregoryi;Marine;38,99;2,06
Serranidae;Pseudogramma thaumasia;Marine;38,73;2,06
Serranidae;Rypticus bicolor;Marine;39,47;1,04
Serranidae;Rypticus nigripinnis;Marine;39,54;0,15
Serranidae;Serranus atricauda;Marine;34,96;2,44
Serranidae;Serranus baldwini;Marine;37,37;2,44
Serranidae;Serranus phoebe;Marine;37,38;2,44
Serranidae;Serranus psittacinus;Marine;36,75;2,44
Serranidae;Serranus tabacarius;Marine;37,60;2,61
Serranidae;Serranus tortugarum;Marine;37,52;2,61
Serrasalmidae;Pygocentrus nattereri;Freshwater;33,61;0,17
Siganidae;Siganus canaliculatus;Marine;37,33;0,18
Siganidae;Siganus javus;Freshwater;38,65;0,16
Siganidae;Siganus vermiculatus;Freshwater;38,03;0,93
Sillaginidae;Sillago sihama;Marine;37,86;0,16
Siluridae;Belodontichthys truncatus;Freshwater;40,29;2,22
Siluridae;Hemisilurus mekongensis;Freshwater;39,57;2,32
Siluridae;Kryptopterus bicirrhis;Freshwater;40,22;2,81
Siluridae;Kryptopterus cryptopterus;Freshwater;40,04;1,98
Siluridae;Kryptopterus macrocephalus;Freshwater;39,67;2,69
Siluridae;Kryptopterus minor;Freshwater;40,30;2,81
Siluridae;Ompok bimaculatus;Freshwater;40,12;1,98
Siluridae;Ompok malabaricus;Freshwater;40,40;2,55
Siluridae;Ompok pabda;Freshwater;39,52;1,98
Siluridae;Ompok pabo;Freshwater;38,57;1,89
Siluridae;Phalacronotus apogon;Freshwater;40,12;2,69
Siluridae;Phalacronotus bleekeri;Freshwater;40,42;2,69
Siluridae;Pterocryptis cochinchinensis;Freshwater;38,67;1,98
Siluridae;Silurichthys schneideri;Freshwater;39,97;1,98
Siluridae;Silurus asotus;Freshwater;35,55;1,00
Siluridae;Silurus glanis;Freshwater;36,15;0,15
Siluridae;Silurus meridionalis;Freshwater;39,37;0,18
Siluridae;Wallago attu;Freshwater;39,64;1,98
Sisoridae;Bagarius bagarius;Freshwater;38,32;2,21
Sisoridae;Bagarius yarrelli;Freshwater;39,64;2,21
Sisoridae;Creteuchiloglanis kamengensis;Freshwater;32,93;2,51
Sisoridae;Exostoma labiatum;Freshwater;36,49;2,21
Sisoridae;Gagata cenia;Freshwater;39,63;2,51
Sisoridae;Glaridoglanis andersonii;Freshwater;32,85;2,21
Sisoridae;Glyptosternon maculatum;Freshwater;29,02;2,51
Sisoridae;Glyptothorax annandalei;Freshwater;39,82;2,81
Sisoridae;Glyptothorax cavia;Freshwater;37,34;2,54
Sisoridae;Glyptothorax fokiensis;Freshwater;37,50;2,51
Sisoridae;Glyptothorax gracilis;Freshwater;35,88;2,91
Sisoridae;Glyptothorax granulus;Freshwater;38,22;2,90
Sisoridae;Glyptothorax ngapang;Freshwater;37,38;2,81
Sisoridae;Glyptothorax trilineatus;Freshwater;38,02;2,90
Sisoridae;Glyptothorax ventrolineatus;Freshwater;37,23;2,91
Sisoridae;Gogangra viridescens;Freshwater;39,44;2,51
Sisoridae;Pseudecheneis sulcata;Freshwater;35,76;2,21
Soleidae;Pegusa lascaris;Freshwater;32,98;0,19
Soleidae;Solea solea;Marine;34,15;0,16
Sparidae;Acanthopagrus australis;Marine;38,35;1,41
Sparidae;Acanthopagrus berda;Marine;39,51;1,39
Sparidae;Acanthopagrus bifasciatus;Marine;39,41;1,30
Sparidae;Acanthopagrus butcheri;Marine;34,92;1,41
Sparidae;Acanthopagrus chinshira;Marine;39,06;1,41
Sparidae;Acanthopagrus latus;Marine;40,65;0,16
Sparidae;Acanthopagrus schlegelii;Marine;37,86;1,39
Sparidae;Acanthopagrus sivicolus;Marine;39,44;1,39
Sparidae;Archosargus probatocephalus;Marine;34,84;1,40
Sparidae;Argyrops bleekeri;Marine;36,38;1,60
Sparidae;Argyrozona argyrozona;Marine;33,29;2,10
Sparidae;Boops boops;Marine;34,20;1,20
Sparidae;Boopsoidea inornata;Marine;34,04;1,74
Sparidae;Calamus brachysomus;Marine;36,87;1,65
Sparidae;Calamus nodosus;Marine;37,77;1,65
Sparidae;Calamus penna;Marine;37,29;1,01
Sparidae;Cheimerius matsubarai;Marine;35,69;1,37
Sparidae;Chrysoblephus anglicus;Marine;36,14;1,49
Sparidae;Chrysoblephus cristiceps;Marine;33,78;1,95
Sparidae;Cymatoceps nasutus;Marine;33,85;2,10
Sparidae;Dentex abei;Marine;37,38;1,99
Sparidae;Dentex angolensis;Marine;35,75;1,99
Sparidae;Dentex canariensis;Marine;35,52;1,89
Sparidae;Dentex dentex;Marine;33,88;1,93
Sparidae;Dentex macrophthalmus;Marine;36,23;1,99
Sparidae;Dentex tumifrons;Marine;35,50;1,99
Sparidae;Diplodus argenteus argenteus;Marine;36,67;1,38
Sparidae;Diplodus bellottii;Marine;29,28;0,15
Sparidae;Diplodus bermudensis;Marine;36,54;1,39
Sparidae;Diplodus cervinus;Marine;35,20;1,55
Sparidae;Diplodus fasciatus;Marine;36,14;1,55
Sparidae;Diplodus holbrookii;Marine;36,74;1,39
Sparidae;Diplodus noct;Marine;36,86;0,49
Sparidae;Diplodus prayensis;Marine;33,58;0,55
Sparidae;Diplodus puntazzo;Marine;33,78;1,51
Sparidae;Diplodus sargus sargus;Marine;34,36;0,15
Sparidae;Diplodus vulgaris;Marine;33,18;0,16
Sparidae;Gymnocrotaphus curvidens;Marine;33,89;1,74
Sparidae;Lagodon rhomboides;Marine;37,16;0,18
Sparidae;Lithognathus mormyrus;Marine;35,60;1,60
Sparidae;Oblada melanura;Marine;34,27;1,51
Sparidae;Pachymetopon aeneum;Marine;34,65;1,74
Sparidae;Pagellus acarne;Marine;34,14;1,66
Sparidae;Pagellus bellottii;Marine;35,61;1,93
Sparidae;Pagellus bogaraveo;Marine;32,33;1,67
Sparidae;Pagrus auratus;Marine;32,79;0,62
Sparidae;Pagrus auriga;Marine;35,28;1,99
Sparidae;Pagrus caeruleostictus;Marine;34,98;1,99
Sparidae;Pagrus major;Marine;35,06;0,17
Sparidae;Petrus rupestris;Marine;33,89;2,10
Sparidae;Polyamblyodon germanum;Marine;35,25;1,74
Sparidae;Polysteganus praeorbitalis;Marine;35,52;2,10
Sparidae;Pterogymnus laniarius;Marine;33,84;1,94
Sparidae;Rhabdosargus holubi;Marine;36,59;0,17
Sparidae;Rhabdosargus sarba;Marine;37,79;1,73
Sparidae;Rhabdosargus thorpei;Marine;36,83;1,66
Sparidae;Sarpa salpa;Marine;35,41;0,16
Sparidae;Sparodon durbanensis;Marine;34,68;1,73
Sparidae;Spondyliosoma cantharus;Marine;33,51;1,45
Sparidae;Stenotomus chrysops;Marine;34,38;0,17
Sparidae;Virididentex acromegalus;Marine;34,75;1,89
Stichaeidae;Anoplarchus purpurescens;Freshwater;30,06;0,15
Synbranchidae;Monopterus albus;Freshwater;36,99;2,43
Syngnathidae;Corythoichthys intestinalis;Marine;39,00;0,17
Syngnathidae;Hippichthys penicillus;Freshwater;38,14;2,52
Syngnathidae;Microphis brachyurus;Freshwater;38,23;2,59
Syngnathidae;Syngnathus abaster;Freshwater;35,90;2,68
Syngnathidae;Syngnathus schlegeli;Freshwater;36,25;2,68
Syngnathidae;Syngnathus scovelli;Freshwater;38,21;2,60
Terapontidae;Terapon jarbua;Freshwater;40,80;0,16
Terapontidae;Terapon theraps;Freshwater;41,27;0,15
Tetraodontidae;Arothron hispidus;Marine;40,46;2,36
Tetraodontidae;Arothron immaculatus;Marine;39,77;3,08
Tetraodontidae;Arothron manilensis;Freshwater;39,93;2,18
Tetraodontidae;Arothron mappa;Marine;40,53;2,18
Tetraodontidae;Arothron nigropunctatus;Marine;40,50;2,36
Tetraodontidae;Arothron stellatus;Marine;40,37;2,36
Tetraodontidae;Canthigaster amboinensis;Marine;40,25;2,36
Tetraodontidae;Canthigaster bennetti;Marine;40,35;2,18
Tetraodontidae;Canthigaster jactator;Marine;39,54;2,61
Tetraodontidae;Canthigaster janthinoptera;Marine;40,52;2,61
Tetraodontidae;Canthigaster rostrata;Marine;40,82;2,08
Tetraodontidae;Canthigaster solandri;Marine;40,29;2,73
Tetraodontidae;Canthigaster valentini;Marine;40,53;2,53
Tetraodontidae;Chelonodon patoca;Freshwater;39,66;2,36
Tetraodontidae;Lagocephalus gloveri;Marine;40,32;2,29
Tetraodontidae;Lagocephalus inermis;Marine;40,15;2,17
Tetraodontidae;Lagocephalus laevigatus;Marine;36,97;2,44
Tetraodontidae;Lagocephalus lagocephalus;Marine;39,22;2,44
Tetraodontidae;Lagocephalus lunaris;Marine;40,25;2,26
Tetraodontidae;Lagocephalus sceleratus;Marine;39,61;2,06
Tetraodontidae;Pao leiurus;Freshwater;39,91;2,15
Tetraodontidae;Sphoeroides annulatus;Marine;40,01;0,15
Tetraodontidae;Sphoeroides dorsalis;Marine;41,23;1,50
Tetraodontidae;Sphoeroides lobatus;Marine;38,87;1,49
Tetraodontidae;Sphoeroides maculatus;Marine;36,41;1,50
Tetraodontidae;Sphoeroides pachygaster;Marine;38,76;2,17
Tetraodontidae;Sphoeroides spengleri;Marine;40,45;1,50
Tetraodontidae;Takifugu alboplumbeus;Marine;39,05;3,01
Tetraodontidae;Takifugu bimaculatus;Marine;39,20;2,21
Tetraodontidae;Takifugu coronoidus;Marine;39,23;3,08
Tetraodontidae;Takifugu flavidus;Marine;38,05;2,24
Tetraodontidae;Takifugu niphobles;Marine;39,13;3,01
Tetraodontidae;Takifugu oblongus;Marine;39,60;3,01
Tetraodontidae;Takifugu obscurus;Marine;38,97;3,08
Tetraodontidae;Takifugu ocellatus;Marine;39,94;2,72
Tetraodontidae;Takifugu poecilonotus;Marine;38,38;2,62
Tetraodontidae;Takifugu porphyreus;Marine;38,13;3,05
Tetraodontidae;Takifugu pseudommus;Marine;38,46;3,08
Tetraodontidae;Takifugu rubripes;Marine;38,36;3,05
Tetraodontidae;Takifugu stictonotus;Marine;37,91;3,01
Tetraodontidae;Takifugu variomaculatus;Marine;40,24;2,72
Tetraodontidae;Takifugu vermicularis;Marine;38,79;2,39
Tetraodontidae;Takifugu xanthopterus;Marine;38,87;2,89
Tetraodontidae;Tetractenos glaber;Marine;35,08;2,19
Tetraodontidae;Tetractenos hamiltoni;Marine;37,96;2,19
Tetraodontidae;Tetraodon biocellatus;Freshwater;40,00;2,08
Tetraodontidae;Tetraodon fluviatilis;Marine;41,34;2,08
Tetraodontidae;Torquigener pleurogramma;Marine;36,35;2,19
Umbridae;Novumbra hubbsi;Freshwater;33,30;2,36
Umbridae;Umbra krameri;Freshwater;37,23;1,59
Umbridae;Umbra limi;Freshwater;37,68;0,16
Umbridae;Umbra pygmaea;Freshwater;40,29;0,53
Vaillantellidae;Vaillantella maassi;Freshwater;38,74;2,12
Valenciidae;Valencia hispanica;Freshwater;37,47;2,05
Valenciidae;Valencia letourneuxi;Freshwater;38,22;2,05
Xiphiidae;Xiphias gladius;Marine;34,29;2,29
Zoarcidae;Zoarces viviparus;Marine;29,14;0,16
